MatchId,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
KR_6731039620,36,36,48,39,39,43,42,36,56,38,46
KR_6714923879,37,35,41,41,42,33,41,45,45,33,41
KR_6784758635,51,35,36,48,30,36,47,28,48,38,46
KR_6784101484,31,25,29,21,24,34,48,47,23,43,39
KR_6719001454,45,20,45,25,52,26,48,42,53,33,50
KR_6707358017,36,31,25,43,41,25,26,42,18,32,30
KR_6639772389,34,30,26,27,26,38,26,23,32,28,36
KR_6725464531,33,36,34,41,22,34,49,27,47,34,39
KR_6752883164,31,31,34,15,27,43,39,32,27,48,39
KR_6785614345,50,43,38,31,38,40,49,55,50,41,45
KR_6720992386,41,32,49,24,52,28,32,32,28,36,44
KR_6758181699,27,35,31,26,27,26,23,62,38,36,32
KR_6738374069,61,61,21,48,60,48,72,50,37,49,73
KR_6769348630,39,25,45,41,41,34,42,39,31,46,38
KR_6642038053,33,31,43,23,42,39,28,52,31,43,23
KR_6775723127,42,34,28,38,53,13,38,42,41,44,36
KR_6716529331,52,29,25,30,23,30,47,23,27,48,36
KR_6791516295,43,25,35,32,24,46,38,36,35,43,33
KR_6790787570,31,34,30,35,31,38,51,25,26,31,50
KR_6731854809,41,41,25,36,31,54,28,51,55,37,30
KR_6733034578,29,23,36,41,26,32,48,29,32,45,29
KR_6713142690,38,32,35,41,26,35,34,41,43,33,34
KR_6707657563,35,32,17,63,34,38,30,51,39,36,46
KR_6787494853,36,44,45,48,50,45,40,48,54,34,45
KR_6708985486,40,36,37,26,26,30,30,32,48,41,31
KR_6724001250,29,37,27,46,51,34,47,42,44,38,35
