MatchId,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
KR_6786994786,47,27,34,35,30,51,44,21,48,37,42
KR_6773083330,39,41,28,36,26,48,31,47,37,34,55
KR_6781312112,27,34,21,42,51,33,72,49,42,65,33
KR_6763230053,94,22,50,26,59,64,50,40,70,75,47
KR_6715201495,41,42,46,38,41,40,34,39,33,33,37
KR_6795588589,34,25,24,33,35,35,35,47,31,48,48
KR_6790002214,39,27,25,58,26,38,52,34,37,29,33
KR_6294287873,25,26,27,27,30,32,57,39,27,28,21
KR_6788583263,51,23,33,38,34,30,37,57,26,42,39
KR_6536897816,55,24,44,30,21,45,29,30,46,32,36
KR_6750034707,31,34,40,20,32,25,35,48,28,41,39
KR_6729873502,49,32,24,41,47,49,37,59,37,37,43
KR_6682940702,43,36,29,27,37,32,27,35,46,30,45
KR_6775303580,41,46,36,35,45,50,29,42,51,42,40
KR_6792656026,38,21,43,39,35,44,28,30,44,44,37
KR_6794107644,40,41,26,37,55,29,37,48,54,24,48
KR_6788181091,40,31,34,31,48,40,24,40,36,47,58
KR_6743704051,29,26,29,41,20,45,38,37,26,60,38
KR_6407954466,57,67,93,67,52,79,100,44,80,47,44
KR_6744129324,45,48,31,45,36,46,28,40,62,49,48
KR_6745204712,19,21,29,41,74,26,56,29,44,53,41
KR_6722598786,47,33,29,51,23,44,31,26,45,41,24
KR_6781312864,25,30,34,24,32,37,35,26,35,41,23
KR_6706334501,45,35,18,34,35,35,31,37,26,50,44
KR_6599446457,42,30,29,33,25,34,53,41,35,21,40
KR_6438713248,39,35,39,40,33,40,35,38,41,50,36
KR_6782202189,36,25,30,42,31,33,21,26,49,32,42
KR_6775248088,32,33,25,42,38,34,34,30,33,39,45
KR_6770797311,42,27,44,33,30,63,26,40,44,52,34
KR_6667630379,34,45,47,48,54,30,47,42,38,40,38
KR_6763002914,40,43,33,29,37,25,41,31,20,22,39
KR_6759638283,40,20,37,33,25,38,39,45,50,41,40
KR_6770030771,36,23,49,33,46,17,46,24,52,27,40
KR_6761441662,35,35,32,32,23,29,46,26,36,42,31
KR_6689609922,37,30,23,47,25,22,35,37,37,19,38
KR_6720192260,50,33,28,26,28,44,45,31,34,22,47
KR_6731502209,28,24,32,28,37,35,32,32,31,33,27
KR_6667310322,41,35,55,44,55,48,40,25,42,47,96
KR_6780533230,35,33,28,24,30,36,41,39,35,27,32
KR_6762151420,41,26,37,31,41,23,37,38,37,44,29
KR_6734486452,35,55,22,55,40,46,60,44,56,43,55
KR_6794606336,31,34,32,29,36,43,33,45,47,29,27
KR_6745980754,31,37,42,43,30,41,25,41,48,47,28
KR_6784370012,28,30,34,28,23,45,34,34,48,52,28
KR_6705943323,31,35,28,42,32,48,42,49,48,40,29
KR_6764503134,67,31,33,23,84,53,34,47,51,65,25
KR_6710167721,30,39,29,28,38,32,37,34,45,31,45
KR_6780793792,27,33,35,37,44,27,33,56,27,34,36
KR_6783001330,38,19,30,34,22,37,30,27,38,35,30
KR_6764724921,30,21,43,24,32,24,26,39,42,20,37
KR_6785944695,39,19,46,29,29,27,19,42,36,48,24
KR_6770282651,27,42,33,37,28,26,35,28,48,33,30
KR_6759072305,37,40,36,31,38,33,49,30,54,39,41
KR_6774790978,32,27,25,30,29,39,30,54,21,42,56
KR_6768062503,30,37,19,25,40,29,37,48,27,41,26
KR_6748573974,57,33,39,35,34,28,42,48,39,61,43
KR_6731782185,30,28,50,37,36,29,46,31,46,42,26
KR_6748393037,38,25,49,27,26,30,39,40,32,29,27
KR_6689874563,37,32,39,32,33,30,42,47,23,43,26
KR_6792045334,65,22,30,36,47,30,83,45,23,63,48
KR_6796046153,33,25,50,24,31,30,37,24,37,29,39
KR_6795655226,28,37,32,27,41,16,46,27,34,49,27
KR_6571499241,40,29,27,35,28,37,35,33,28,37,46
KR_6741828236,25,22,43,26,38,40,38,37,31,41,35
KR_6779284240,26,33,34,38,32,42,21,32,47,26,39
KR_6780304224,35,37,41,28,54,24,54,41,33,57,40
KR_6780423304,33,42,50,44,28,35,42,23,28,45,35
KR_6710120534,34,28,24,46,29,26,36,37,23,19,48
KR_6733782090,26,29,28,28,31,29,31,37,44,42,29
KR_6790763831,31,25,32,40,37,27,37,27,37,42,43
KR_6790840874,45,29,52,36,35,28,38,41,31,30,23
KR_6783474304,31,25,40,31,34,35,42,31,35,44,14
KR_6792004068,34,34,35,36,24,29,37,36,27,26,38
KR_6684882147,39,46,35,40,37,40,50,47,35,50,45
KR_6790439675,37,26,49,44,48,26,37,48,34,25,34
KR_6793445130,28,36,35,40,43,29,32,51,32,23,38
KR_6772154628,28,34,30,25,41,32,37,41,38,32,32
KR_6735765688,30,24,30,20,22,45,45,23,57,36,36
KR_6573077502,33,34,27,39,37,26,37,29,47,40,17
KR_6774649684,35,32,31,38,32,29,33,39,31,43,34
KR_6726314666,30,43,21,25,33,34,51,32,35,35,34
KR_6788162610,38,29,19,36,45,22,54,42,20,24,45
KR_6494412049,32,36,37,23,35,31,51,43,46,26,39
KR_6710396343,43,32,20,38,38,26,25,35,37,34,35
KR_6794120423,37,31,42,42,18,58,38,26,35,35,28
KR_6709976798,51,31,27,36,39,31,41,29,46,33,33
KR_6792877266,38,36,22,33,34,37,35,38,37,31,39
KR_6661045176,30,40,40,29,39,32,35,41,32,40,35
KR_6787041730,37,33,34,47,32,30,30,60,42,36,41
KR_6728545643,34,38,35,35,25,31,35,31,42,35,40
KR_6580154775,40,37,25,27,28,49,30,42,29,35,27
