MatchId,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
KR_6782358997,50,36,27,33,47,41,46,32,52,29,50
KR_6784366943,32,31,39,35,33,22,46,39,48,45,46
KR_6788828762,47,24,47,35,42,30,38,47,43,50,32
KR_6788387706,43,22,41,38,33,36,45,37,45,35,48
KR_6788764931,33,48,27,44,35,41,45,37,39,50,31
KR_6785191523,44,29,26,31,22,23,45,41,30,34,54
KR_6786588166,33,51,33,30,30,24,50,47,32,58,44
KR_6779278339,29,37,51,31,41,30,32,40,49,33,47
KR_6776515784,32,33,34,29,33,46,40,38,51,32,39
KR_6787175713,47,51,29,32,33,54,35,37,38,54,53
KR_6766848920,35,35,37,48,42,33,27,40,35,37,31
KR_6787082548,25,32,25,24,45,32,50,29,48,29,45
KR_6782767549,32,19,44,53,28,41,32,37,44,46,29
KR_6785649705,44,40,41,34,42,26,36,56,31,42,53
KR_6780644720,42,41,39,58,38,38,41,32,49,29,59
KR_6779797408,39,28,45,28,38,43,44,38,61,30,44
KR_6752899770,43,28,45,32,29,49,54,39,33,51,35
KR_6787637897,40,31,34,37,26,34,47,33,41,35,42
KR_6786072193,29,26,45,30,37,48,26,59,34,32,37
KR_6789676167,52,47,124,75,75,36,64,64,48,96,58
KR_6783256166,48,27,35,40,34,49,26,45,62,46,34
KR_6778698691,32,38,35,36,42,50,36,59,42,38,59
KR_6786194685,31,48,22,27,29,51,24,45,23,70,29
KR_6768897057,32,48,20,35,40,33,45,32,49,42,31
KR_6772526122,31,45,25,43,46,32,43,55,44,37,39
KR_6777978774,54,23,48,25,25,60,35,24,54,31,33
KR_6787145776,52,33,44,51,29,31,47,53,57,60,49
KR_6759871280,36,26,38,33,35,42,36,35,55,39,43
KR_6789872957,29,33,35,29,55,40,35,46,44,52,35
KR_6779288429,30,50,40,38,38,36,39,36,47,25,55
KR_6779630297,33,32,38,26,38,19,26,32,39,50,40
KR_6776297291,33,30,34,45,23,43,55,43,40,42,35
KR_6785789606,32,63,31,29,25,51,31,27,33,53,43
KR_6785354321,32,63,31,29,25,51,31,27,33,53,43
KR_6789490501,32,63,31,29,25,51,31,27,33,53,43
KR_6774832757,40,39,23,32,49,27,51,24,41,26,47
KR_6754816939,25,39,43,25,54,32,24,33,44,41,47
KR_6777501277,36,48,38,34,31,48,25,50,43,47,51
KR_6786950176,39,31,35,44,43,36,30,38,50,34,27
KR_6781696610,42,34,30,30,24,43,33,32,41,37,40
