MatchId,5min,6min,7min,8min,9min,10min,11min,12min,13min,14min,15min
KR_6692998441,37,28,25,27,18,42,29,47,31,43,28
KR_6710657033,41,35,30,34,39,39,24,58,34,46,47
KR_6748095819,28,30,32,35,44,29,31,30,35,37,26
KR_6724799359,45,34,30,30,21,30,25,40,19,56,27
KR_6647230419,98,43,28,27,57,90,48,85,55,32,67
KR_6747840801,31,28,26,27,33,36,30,28,32,40,36
KR_6783350909,35,19,21,46,40,33,34,28,38,31,39
KR_6642716246,27,31,27,35,38,29,22,28,34,14,38
KR_6778129868,53,38,26,23,39,53,24,37,33,27,48
KR_6790065166,47,43,39,42,41,55,42,57,35,36,42
KR_6700263820,37,32,43,30,36,36,40,20,45,44,39
KR_6780412091,32,21,40,22,44,19,38,25,26,43,42
KR_6765544569,58,29,74,22,19,45,40,95,42,60,61
KR_6642130234,35,24,37,30,17,21,28,29,43,37,28
KR_6766523969,40,38,43,41,32,42,43,49,45,53,55
KR_6774667256,32,19,34,32,22,29,32,30,39,29,36
KR_6721653232,42,30,31,32,26,24,33,33,19,31,56
KR_6728529302,27,31,28,29,23,36,25,45,24,47,37
KR_6792713278,31,35,30,41,36,27,44,37,36,45,43
KR_6717367731,38,38,20,31,33,37,23,37,46,34,37
KR_6393382766,33,22,51,41,23,40,27,39,37,22,33
KR_6781920731,37,36,34,32,40,35,27,37,36,57,37
KR_6779611611,37,17,28,25,40,44,26,43,33,31,42
KR_6761229893,40,22,33,29,44,26,53,29,36,26,42
KR_6781334068,52,43,26,40,45,28,63,44,28,37,50
KR_6783034767,28,51,38,24,18,33,40,46,24,46,23
KR_6724149681,42,31,28,37,25,36,37,36,23,34,35
KR_6638343676,22,31,26,35,35,33,48,50,47,25,44
KR_6789040608,32,45,28,25,35,38,27,37,35,23,46
KR_6664882221,30,32,36,30,24,38,25,32,25,36,26
KR_6786089245,35,26,24,30,25,46,29,31,30,18,32
KR_6744790316,27,24,34,33,36,23,53,30,31,43,41
KR_6682545676,39,30,46,45,31,48,20,35,29,47,32
KR_6766900585,48,26,36,42,32,52,42,38,47,73,49
KR_6785846792,37,33,35,47,32,35,28,33,23,33,32
KR_6789475494,23,36,24,24,39,46,39,45,26,45,40
KR_6765873908,25,29,30,21,29,26,41,41,32,25,42
KR_6614267700,26,32,29,35,40,28,40,39,42,44,27
KR_6785458832,31,24,30,27,24,37,37,41,31,46,22
KR_6778620895,36,42,22,47,28,34,38,39,34,42,40
KR_6650156434,72,61,75,59,72,67,38,53,54,73,48
KR_6754213235,29,32,45,27,39,25,33,45,32,36,18
KR_6791310602,28,24,25,47,32,40,38,27,52,20,30
KR_6718090514,27,32,35,25,26,36,27,35,24,43,24
KR_6644022437,35,28,29,19,33,36,42,30,29,44,50
KR_6644753264,24,29,25,30,27,23,26,36,23,28,37
KR_6770913892,40,37,25,26,37,27,37,41,20,24,38
KR_6498743011,37,35,31,19,29,44,25,18,35,40,24
KR_6733983940,53,38,41,49,43,38,42,54,39,38,43
KR_6706770860,35,20,30,28,26,19,40,20,42,39,25
KR_6776028787,40,21,38,44,37,42,45,56,78,26,55
KR_6792026981,29,28,36,33,33,44,27,36,32,34,41
KR_6704332032,38,39,32,38,35,56,37,48,39,41,38
KR_6679641725,36,34,29,57,43,47,45,21,30,52,32
KR_6786480774,41,30,32,28,13,39,37,42,43,43,55
KR_6717785152,29,23,34,42,34,30,54,37,43,27,35
KR_6793512183,34,28,27,30,39,46,23,26,42,21,31
KR_6732423661,30,33,24,20,30,29,30,31,27,40,39
KR_6782846828,36,41,26,30,30,31,29,43,28,37,54
KR_6544580597,39,28,43,31,38,33,41,34,37,38,25
KR_6642331986,33,26,42,31,29,24,43,26,26,42,50
KR_6442008595,33,30,39,25,37,31,40,36,34,57,29
KR_6776345534,27,40,32,31,28,35,24,39,33,19,37
KR_6716788816,41,22,38,43,43,24,29,31,34,38,41
KR_6759991570,46,27,35,38,32,25,41,33,44,32,48
KR_6518744873,25,34,20,41,33,25,27,39,33,33,28
KR_6792890229,34,22,25,31,31,30,40,32,34,47,18
KR_6773755417,34,33,25,33,30,27,38,44,31,14,40
KR_6783469645,36,29,35,24,25,41,30,42,42,31,37
KR_6645278419,47,29,37,38,29,25,32,31,22,30,38
KR_6791788916,23,31,44,30,28,30,39,37,25,33,41
KR_6752299810,41,27,45,25,14,37,35,38,33,32,36
KR_6717717472,37,45,37,46,43,31,38,58,29,53,44
KR_6780507529,32,42,30,27,26,35,36,31,44,30,42
KR_6738213661,28,27,41,24,59,67,51,42,40,38,25
KR_6759587691,42,33,34,30,26,40,35,35,34,26,28
KR_6725612014,33,23,43,25,43,16,24,29,41,42,29
KR_6781719780,45,22,35,22,30,31,47,48,36,35,23
KR_6787720187,29,37,26,25,36,34,40,25,40,34,20
KR_6791133436,33,38,34,32,30,23,28,32,39,39,45
KR_6720474891,23,22,36,41,26,27,41,32,33,38,32
KR_6773978363,35,44,34,30,22,37,47,39,45,35,32
KR_6683021080,42,38,20,22,47,29,30,27,31,23,25
KR_6761561534,33,34,26,21,46,47,35,28,39,51,24
KR_6672529879,35,15,26,29,45,31,48,26,39,47,35
KR_6792310961,44,28,33,31,34,34,43,29,40,31,29
KR_6614958146,42,26,43,28,24,35,68,25,55,26,40
KR_6772196313,28,26,27,40,31,38,31,41,40,35,27
KR_6378001442,39,29,41,35,35,48,28,38,27,42,36
KR_6703019806,37,33,26,47,32,35,22,32,41,30,28
KR_6732970171,44,27,51,25,30,28,35,47,32,26,38
KR_6778342557,30,50,55,47,49,39,56,51,51,66,52
KR_6784543828,37,23,28,21,27,26,35,23,18,39,14
KR_6684808334,42,39,30,40,40,21,30,55,34,27,32
KR_6738240029,32,24,22,31,45,31,23,39,25,30,31
KR_6716212642,81,39,49,24,68,62,43,46,64,35,50
KR_6791871569,40,26,46,38,32,37,32,34,30,23,36
KR_6729759737,27,35,36,39,40,28,40,44,32,33,28
KR_6788027464,35,37,33,29,40,24,33,39,40,25,40
KR_6614928670,44,26,26,40,28,24,48,36,20,34,26
KR_6675872461,35,24,54,14,31,46,30,32,29,20,41
KR_6774982854,22,29,37,22,35,33,35,39,22,36,37
KR_6781586498,33,36,33,32,25,38,38,29,48,21,31
KR_6761589139,23,29,33,38,79,55,52,38,66,47,38
KR_6782981204,26,28,39,26,30,58,21,22,48,47,38
KR_6790512567,37,27,37,30,37,25,29,47,27,42,33
KR_6779992161,46,35,34,19,34,30,60,42,55,31,41
KR_6784460771,33,31,26,32,27,35,33,26,47,38,42
KR_6742017935,35,28,38,34,27,30,43,35,39,24,45
KR_6738995246,43,29,40,34,37,29,22,33,36,33,35
KR_6689808992,35,42,26,52,25,39,38,45,29,33,27
KR_6656719671,37,27,20,20,40,46,29,45,31,40,20
KR_6780554914,56,35,40,66,60,34,48,42,24,49,68
KR_6698244078,38,21,48,32,43,38,30,46,39,31,30
KR_6790553965,30,25,38,43,18,23,31,65,19,46,36
KR_6684770110,38,51,35,47,57,60,35,45,60,27,42
KR_6743709513,34,30,23,31,30,33,30,40,28,34,50
KR_6783451913,33,41,44,40,50,34,44,54,24,51,39
KR_6786933180,22,22,31,18,33,34,33,25,24,38,28
KR_6756001400,46,30,39,33,34,30,26,42,52,23,24
KR_6273813166,31,27,26,46,30,34,29,44,33,37,35
KR_6771861049,24,46,27,30,31,32,36,44,30,63,28
KR_6744871739,31,19,41,31,36,35,30,35,30,29,28
KR_6723043796,35,21,49,19,38,32,26,33,33,33,29
KR_6792502396,36,36,30,38,46,42,50,36,33,43,23
KR_6742307910,35,26,30,36,30,18,39,46,38,36,44
KR_6792454397,67,49,21,25,81,76,61,43,70,46,33
KR_6702710533,36,27,29,29,44,22,25,26,35,31,37
KR_6722447303,36,25,22,31,21,42,33,32,33,43,33
KR_6773297477,39,20,36,28,37,24,41,46,25,27,29
KR_6777711553,29,28,30,42,42,25,40,41,42,42,37
KR_6645222346,36,30,50,52,35,35,26,33,57,32,17
KR_6628019501,35,25,34,18,47,35,55,18,44,38,49
KR_6786826337,39,26,39,32,55,36,35,48,42,33,32
KR_6777949680,25,24,43,33,34,27,29,33,35,29,44
KR_6725236662,42,34,18,43,30,49,25,47,35,41,39
KR_6731055834,39,36,47,42,45,32,38,43,29,38,55
KR_6610491517,30,21,50,40,30,30,52,76,48,43,38
KR_6787844888,56,63,39,42,31,25,32,76,56,69,23
KR_6747623873,34,29,36,18,42,30,38,35,28,41,55
KR_6773372848,34,41,39,45,28,33,34,27,30,40,25
KR_6695690279,23,25,24,28,30,47,19,34,25,41,37
KR_6770542435,35,39,33,45,24,36,35,34,52,44,40
KR_6727739339,35,32,38,35,46,32,40,30,40,24,53
KR_6609662358,39,24,27,33,55,30,37,38,18,39,42
KR_6786290762,31,27,44,33,17,46,35,33,32,34,31
KR_6652308981,33,33,32,34,25,27,32,35,23,31,19
KR_6790480487,31,46,39,47,51,39,43,41,40,45,43
KR_6777133491,35,33,33,29,22,35,34,33,32,44,26
KR_6785288429,40,25,32,27,32,17,33,31,21,29,17
